Leading Gene name,Leading Protein ID,Median_cirrhosis,Median_nonNAFLD,Median_NAFLD,P-value [-Log10],Log2 difference,RNA tissue category,Significant,Peptides,Razor + unique peptides,Unique peptides,Sequence coverage [%],Unique + razor sequence coverage [%],Unique sequence coverage [%],Mol. weight [kDa],Q-value,Score,Intensity,MS/MS count,Protein IDs,Majority protein IDs,Protein names,Gene names
VCAM1,P19320,26.43813,25.67842,25.815295,3.468533057,0.864263365,,+,31,31,30,38.8,38.8,37.9,81.275,0,323.31,2.19E+11,505,P19320;Q53FL7;E9PDD2;G0ZI12;F8UU18;F8UV74;F2YYR6;Q9UHT7;A0A087WTY4,P19320;Q53FL7;E9PDD2,Vascular cell adhesion protein 1,VCAM1
ORM2,P19652,32.05911,32.35416,32.398095,1.018219991,-0.25310048,Tissue enriched,,13,9,9,54.7,35.8,35.8,23.602,0,323.31,2.24E+12,2035,P19652,P19652,Alpha-1-acid glycoprotein 2,ORM2
ITIH1,P19827,33.652085,33.9763,33.79877,4.850325175,-0.376507145,Tissue enriched,+,59,59,0,72.7,72.7,0,101.39,0,323.31,7.98E+12,8671,P19827;B7Z549;H7C0N0;B5MCP1;H7C5I0,P19827;B7Z549,Inter-alpha-trypsin inhibitor heavy chain H1,ITIH1
C4BPB,P20851,27.37136,27.71947,27.689325,0.269563267,0.432337125,Group enriched,,4,4,4,15.1,15.1,15.1,28.357,0,10.97,26877000000,89,P20851;Q5VVQ7;B4DDY0,P20851,C4b-binding protein beta chain,C4BPB
FLNA,P21333,24.51573,24.43619,24.198235,0.485636891,0.247651143,,,75,75,68,40.8,40.8,37.9,280.74,0,323.31,61394000000,244,P21333;Q5HY54;Q60FE6;Q60FE5;A6NDY9;A0A087WWY3;Q8TES4;Q6NXF2;Q96C61;B4E2F9;B4DTD5;H0Y5C6;F8WE98;Q2VP91;Q86TQ3;H0Y5F3;H7C2E7;H7C5L4,P21333;Q5HY54;Q60FE6;Q60FE5;A6NDY9;A0A087WWY3;Q8TES4,Filamin-A,FLNA;FLJ00119
CPN2,P22792,29.2825,29.68646,29.70994,1.749020154,-0.28830062,Tissue enriched,,16,16,16,40.4,40.4,40.4,60.556,0,323.31,9.51E+11,1210,P22792,P22792,Carboxypeptidase N subunit 2,CPN2
CES1,P23141,23.197425,22.85996,22.94661,0.317275793,0.359840096,Group enriched,,19,19,19,40.2,40.2,40.2,62.52,0,86.863,11344000000,64,P23141;B7Z795;H3BQV8;A0A140TA63;H3BSU0;H3BQR4;Q9UKY3,P23141;B7Z795,Liver carboxylesterase 1;Carboxylic ester hydrolase,CES1
FBLN1,P23142,28.812345,28.44727,28.507045,2.370533885,0.409639698,,+,13,13,8,23.5,23.5,14.4,77.213,0,323.31,2.37E+11,791,P23142;Q8NBH6;CON__ENSEMBL:ENSBTAP00000016046;A0A0U1RRA4,P23142;Q8NBH6,Fibulin-1,FBLN1
PTPRG,P23470,22.820475,22.91885,21.579585,0.536646523,-0.470381991,,,11,11,11,11.7,11.7,11.7,162,0,171.12,53332000000,138,P23470;O60420;A9QVW2,P23470,Receptor-type tyrosine-protein phosphatase gamma,PTPRG
GPT,P24298,22.0486,21.49648,22.08872,0.218767211,0.22354749,,,9,9,9,22.2,22.2,22.2,54.636,0,36.156,2918100000,24,P24298;B4DPT5;B4E1C6;Q8TD30;B3KR40;A0A024R6R2,P24298,Alanine aminotransferase 1,GPT
IGFBP6,P24592,23.37447,22.65718,22.85752,0.07061949,0.10622069,,,4,4,4,18.8,18.8,18.8,25.322,0,98.228,29301000000,60,P24592;F8VYK9;Q9H2B5;F8VVA5,P24592;F8VYK9,Insulin-like growth factor-binding protein 6,IGFBP6
MSN,P26038,22.45822,22.38518,22.67625,0.19093231,-0.202388785,,,23,23,18,43.8,43.8,34.1,67.819,0,239.03,38578000000,175,P26038;V9HWC0;Q6PJT4;B7Z4C7;V9GZ54;Q9UJZ6;Q9UK20;Q9UJU1;Q9UJZ2;Q9UJZ8;Q9UJZ7;E9PNP4;E9PQ82;E9PNV3,P26038;V9HWC0,Moesin,MSN;HEL70
S100A4,P26447,25.970185,25.59548,23.37491,0.147031864,0.433124691,,,3,3,3,27.7,27.7,27.7,11.728,0,6.7474,11534000000,30,P26447;Q5Q9Z3,P26447,Protein S100-A4,S100A4
PON1,P27169,31.751035,32.26192,32.20762,1.198449087,-0.370119476,Tissue enriched,,16,16,15,70.1,70.1,68.2,39.731,0,323.31,1.58E+12,1876,P27169;B4DX19;F8WF42;B1PWC6;Q96P90;Q96P91,P27169;B4DX19,Serum paraoxonase/arylesterase 1,PON1
DPP4,P27487,24.7428,24.42342,24.75938,0.514451237,0.209561793,,,26,26,26,38.3,38.3,38.3,88.278,0,323.31,80687000000,280,P27487;F8WE17;H7C1N5;F8WBB6,P27487,Dipeptidyl peptidase 4;Dipeptidyl peptidase 4 membrane form;Dipeptidyl peptidase 4 soluble form,DPP4
CALR,P27797,24.56489,23.26785,24.964505,0.38585003,0.822653855,,,26,26,25,70,70,70,48.141,0,323.31,35505000000,160,P27797;Q53G71;V9HW88;B4E2Y9;K7EJB9;B4DHR1;K7EL50;A0A0F7WAP3;A0A142IKA1;A0A142IK94;A0A0F7W2W6;A0A142IKA2,P27797;Q53G71;V9HW88;B4E2Y9;K7EJB9;B4DHR1,Calreticulin,CALR;HEL-S-99n
TKT,P29401,23.36473,22.71966,23.361045,0.809981233,0.584606107,,,19,19,19,44.1,44.1,44.1,67.877,0,323.31,13497000000,124,P29401;V9HWD9;Q53EM5;B4E022;B3KSI4;A0A0B4J1R6;A0A0K0K1H9;B3KPZ8;B4DVU1;E9PFF2;A0A0S2Z5C0;F8W888;Q6MZE3;A0A0S2Z4T2;F8WAX4,P29401;V9HWD9;Q53EM5;B4E022;B3KSI4;A0A0B4J1R6;A0A0K0K1H9;B3KPZ8;B4DVU1,Transketolase,TKT;HEL107
PRDX6,P30041,22.170075,22.24327,22.107565,0.298670325,-0.255554199,,,13,13,13,71.9,71.9,71.9,25.035,0,238.14,15770000000,93,P30041;V9HWC7;A4UCS6;B4DUK1,P30041;V9HWC7,Peroxiredoxin-6,PRDX6;HEL-S-128m
BLVRB,P30043,24.627125,24.96719,24.391625,0.702887216,-0.894730483,,,8,8,8,47.1,47.1,47.1,22.119,0,103.81,35063000000,121,P30043;V9HWI1;M0R192;M0QZL1,P30043;V9HWI1;M0R192;M0QZL1,Flavin reductase (NADPH),BLVRB;HEL-S-10
S100A7,P31151,22.87553,23.0379,23.423645,0.139034468,-0.255332481,,,8,8,5,66.3,66.3,35.6,11.471,0,104.7,79285000000,113,P31151,P31151,Protein S100-A7,S100A7
PRDX2,P32119,26.833045,26.72598,26.82639,0.472628984,0.143015438,,,12,11,3,65.2,59.6,17.2,21.892,0,218.46,99639000000,145,P32119;V9HW12,P32119;V9HW12,Peroxiredoxin-2,PRDX2;HEL-S-2a
CDH5,P33151,26.618,26.27675,26.4914,1.706859728,0.370298555,,,20,20,20,32.5,32.5,32.5,87.527,0,323.31,1.54E+11,336,P33151;Q59EA3;B4DU18;I3L1J2;Q4VAI4;B4DTP0;H3BPG1;H3BR64;H3BR11,P33151;Q59EA3;B4DU18;I3L1J2;Q4VAI4,Cadherin-5,CDH5
MAN1A1,P33908,25.70372,25.59263,25.68888,0.204216054,-0.077859582,,,25,25,25,52.8,52.8,52.8,72.968,0,323.31,68682000000,193,P33908;O60476;B3KMI5;H0Y7H1,P33908,"Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA",MAN1A1
THBS4,P35443,23.894305,23.64156,23.57771,0.9280401,0.422763443,,,15,12,12,19.9,16.4,16.4,105.87,0,82.194,15486000000,67,P35443;E7ES19;B7Z832;P49746;Q2HIZ1;B3KQE1;F5H4Z8;Q53FK6;Q2HIZ0,P35443;E7ES19;B7Z832,Thrombospondin-4,THBS4
KRT9,P35527,23.98379,23.84805,23.86691,0.224961559,0.132508553,,,42,41,41,65.7,65.7,65.7,62.064,0,323.31,8.82E+11,1243,P35527;CON__P35527;K7EQQ3,P35527;CON__P35527;K7EQQ3,"Keratin, type I cytoskeletal 9",KRT9
FBN1,P35555,25.396715,24.35783,24.89118,1.819886949,1.812766711,,,13,13,13,4.8,4.8,4.8,312.24,0,33.515,24241000000,45,P35555;Q75N88;Q9NP01;P35556;E9PHW4;D6RJI3;A0A087WYV8,P35555;Q75N88,Fibrillin-1,FBN1
TAGLN2,P37802,22.81262,22.87301,23.172715,0.181258198,0.172294765,,,13,13,13,78.4,78.4,78.4,22.391,0,323.31,73608000000,135,P37802;X6RJP6;B7Z5A2;Q9UI15;C9J5W6,P37802;X6RJP6,Transgelin-2,TAGLN2
GP5,P40197,23.204085,23.89504,23.759655,0.303707152,-0.368795204,,,10,10,10,22.7,22.7,22.7,60.958,0,273.24,12899000000,60,P40197,P40197,Platelet glycoprotein V,GP5
BTD,P43251,27.832425,27.83846,27.847375,0.631164657,-0.221246168,,,13,13,13,33.9,33.9,33.9,61.132,0,323.31,5.54E+11,669,P43251;C9JSN9,P43251;C9JSN9,Biotinidase,BTD
AFM,P43652,32.72013,32.30606,32.78472,0.602591528,0.151241578,Tissue enriched,,32,32,32,56.3,56.3,56.3,69.068,0,323.31,3.25E+12,2816,P43652;CON__REFSEQ:XP_585019,P43652,Afamin,AFM
MASP1,P48740,26.844145,26.70636,26.940745,0.526111243,0.180456924,,,21,20,6,39.9,38.8,10.2,79.246,0,323.31,1.16E+11,229,P48740,P48740,Mannan-binding lectin serine protease 1;Mannan-binding lectin serine protease 1 heavy chain;Mannan-binding lectin serine protease 1 light chain,MASP1
MAN2A2,P49641,23.1979,22.30404,24.58996,0.136802813,0.350986248,,,16,15,15,18.3,17.7,17.7,130.54,0,64.719,7134300000,31,P49641;B4DIK4;H0YLB9;B4DEU9;A0A0C4DGL1;H0YNG5;H0YKM7;H0YKT0;H0YKH9;H0YLU3;B4DRE0;B7ZA35;H0YLL4;H0YMU0;H0YNC8;H0YL67,P49641;B4DIK4;H0YLB9;B4DEU9;A0A0C4DGL1;H0YNG5,Alpha-mannosidase 2x;Alpha-mannosidase,MAN2A2
LUM,P51884,30.76051,30.59335,30.675555,1.034564392,0.191994773,,,15,15,15,47.9,47.9,47.9,38.429,0,323.31,1.97E+12,1728,P51884;Q53FV4;CON__Q05443,P51884;Q53FV4,Lumican,LUM
CACNA2D1,P54289,23.879825,23.83846,23.7809,0.644567794,0.737031788,,,36,36,34,37.8,37.8,36.1,124.57,0,323.31,2.00E+11,329,P54289;Q9UIU0;Q9UDQ3;E7ERK3;H0Y715;Q9UDL7;O95026;Q9UDU5;B7Z658,P54289;Q9UIU0;Q9UDQ3,Voltage-dependent calcium channel subunit alpha-2/delta-1;Voltage-dependent calcium channel subunit alpha-2-1;Voltage-dependent calcium channel subunit delta-1,CACNA2D1;WUGSC:H_DJ0560O14.1
TPI1,P60174,27.547895,27.58262,27.676385,0.094063523,0.058194711,,,15,15,15,69.6,69.6,69.6,30.791,0,202.9,62315000000,114,P60174;V9HWK1;Q53HE2;B4DUI5;Q2QD09;U3KPZ0;U3KQF3;U3KPS5,P60174;V9HWK1;Q53HE2;B4DUI5;Q2QD09,Triosephosphate isomerase,TPI1;HEL-S-49
ACTB,P60709,27.371625,27.37451,27.024085,0.441782258,-0.254929331,,,17,17,5,67.7,67.7,28.3,41.736,0,323.31,4.21E+11,769,P60709;Q53GK6;Q53G99;Q53G76;Q1KLZ0;P63261;B4E335;Q8WVW5;B4DW52;B4E3A4;B4DVQ0;B3KWQ3;Q6PJ43;B7ZAP6;I3L3I0;I3L1U9;V9HVZ7;I3L4N8;G5E9R0;E7EVS6;Q96FU6;C9JZR7;A1E282;A4UCT3;K7EM38;A5GZ75;Q96DE1;I3L3R2;J3KT65;A5A3E0;C9JTX5;F1BXA6;Q562Z7;Q562Y6;Q562X9;Q562S0;Q562N8;Q562N0;Q562L5;Q9UE89;A0AUL6;Q562R8;Q562P0;Q562L9;Q562Y8;Q562N2;Q562M5;Q562M3;Q562U2;Q562P9;Q562N6;Q562N4;Q562L6;G8FSY7;Q562Z6;Q562V5,P60709;Q53GK6;Q53G99;Q53G76;Q1KLZ0;P63261;B4E335;Q8WVW5;B4DW52;B4E3A4;B4DVQ0;B3KWQ3;Q6PJ43;B7ZAP6;I3L3I0;I3L1U9,"Actin, cytoplasmic 1;Actin, cytoplasmic 1, N-terminally processed;Actin, cytoplasmic 2;Actin, cytoplasmic 2, N-terminally processed",ACTB;PS1TP5BP1;ACTG1
GPLD1,P80108,29.594065,29.55179,29.56233,0.506919435,0.201468976,Tissue enhanced,,30,30,30,50.7,50.7,50.7,92.335,0,323.31,5.90E+11,1172,P80108,P80108,Phosphatidylinositol-glycan-specific phospholipase D,GPLD1
BASP1,P80723,21.006585,20.80974,20.75422,0.541677311,0.15092464,,,14,14,14,70.5,70.5,70.5,22.693,0,276.71,11641000000,83,P80723;U3KQP0,P80723,Brain acid soluble protein 1,BASP1
DSG1,Q02413,27.095215,22.90324,27.60389,0.867228307,1.958667755,,,25,25,25,31.1,31.1,31.1,113.75,0,265.21,38378000000,121,Q02413,Q02413,Desmoglein-1,DSG1
CFHR3,Q02985,27.269935,28.10149,27.736735,2.809948443,-3.193268522,Tissue enriched,+,10,7,3,29.4,21.5,7.6,37.323,0,27.739,99274000000,69,Q02985;Q8WW96;A0A087WYK9;Q6NSD3;V9GYX2,Q02985;Q8WW96;A0A087WYK9;Q6NSD3,Complement factor H-related protein 3,CFHR3
ITIH3,Q06033,30.751135,30.68813,30.51085,0.558598099,0.21218355,Tissue enriched,,39,39,31,53.7,53.7,47.5,99.848,0,323.31,1.99E+12,3128,Q06033;E7ET33;B4DPQ4;A0A087WW43,Q06033;E7ET33;B4DPQ4;A0A087WW43,Inter-alpha-trypsin inhibitor heavy chain H3,ITIH3
LRP1,Q07954,25.81537,25.8044,26.01367,0.337955882,-0.117575879,,,65,65,65,17.6,17.6,17.6,504.6,0,323.31,62571000000,301,Q07954;Q59FG2;H0YJI8;Q6PJ72,Q07954,Prolow-density lipoprotein receptor-related protein 1;Low-density lipoprotein receptor-related protein 1 85 kDa subunit;Low-density lipoprotein receptor-related protein 1 515 kDa subunit;Low-density lipoprotein receptor-related protein 1 intracellular domain,LRP1
FGL1,Q08830,22.995275,22.57916,22.696525,0.046832716,-0.072298177,Tissue enriched,,7,7,7,24.7,24.7,24.7,36.379,0,71.092,8758000000,57,Q08830;D3DSP9,Q08830;D3DSP9,Fibrinogen-like protein 1,FGL1
SIGLEC14,Q08ET2,22.798375,23.05441,23.174875,0.142727977,-0.232335324,,,9,9,9,23,23,23,43.97,0,244.04,4976100000,39,Q08ET2;O15389,Q08ET2;O15389,Sialic acid-binding Ig-like lectin 14;Sialic acid-binding Ig-like lectin 5,SIGLEC14;SIGLEC5
AHNAK,Q09666,23.18491,22.62883,22.680045,0.344486167,0.40078498,,,24,24,24,12.9,12.9,12.9,629.09,0,59.813,3957500000,50,Q09666;B4DTV0;Q8N274;Q6ZQN2;Q13727,Q09666,Neuroblast differentiation-associated protein AHNAK,AHNAK
IGKC,Q0KKI6,32.15422,31.82714,31.681675,0.631465817,0.266383934,,,14,4,2,58.9,12.3,12.3,24.03,0,82.214,6.31E+11,165,Q0KKI6;Q8TCD0;P01834;Q7Z3Y4;Q7Z3Y5;A0A109PS54;Q9UL80;S6AWE3;P06310,Q0KKI6;Q8TCD0;P01834;Q7Z3Y4,Ig kappa chain C region,IGKC
STAB1,Q9NY15,25.765435,26.18234,26.808425,0.473549394,0.864597978,,,10,10,10,4.9,4.9,4.9,275.48,0,18.747,55081000000,18,Q9NY15;Q0PNF2,Q9NY15;Q0PNF2,Stabilin-1,STAB1
IGHV3-49,Q0ZCH6,29.339615,28.51653,28.694275,1.90761646,0.678246646,,,4,4,4,37.4,37.4,37.4,14.336,0,55.207,85808000000,215,Q0ZCH6;A0A0A0MS15,Q0ZCH6;A0A0A0MS15,,IGHV3-49
,Q0ZCH9,32.13443,31.73731,31.911265,0.70130247,0.298430273,,,5,2,1,47.1,21.5,5.8,13.436,0,323.31,7.45E+11,558,Q0ZCH9;A0A0X9USM3;Q9UL91;S4R460;A0A0B4J2B5,Q0ZCH9;A0A0X9USM3;Q9UL91,,
,Q0ZCI6,27.23711,26.54185,26.532935,0.044568085,0.060296906,,,4,2,1,30.3,15.6,6.6,13.633,0,38.029,15921000000,84,Q0ZCI6;Q0ZCF5;Q0ZCF2;A0A068LL52;G1FM94;G1FM86,Q0ZCI6;Q0ZCF5;Q0ZCF2,,
SPP2,Q13103,23.634115,23.63755,23.521795,0.488700859,-0.315848181,Tissue enriched,,4,4,3,24.2,24.2,18.5,24.337,0,34.815,5308600000,32,Q13103,Q13103,Secreted phosphoprotein 24,SPP2
MMRN1,Q13201,22.7766,21.74379,21.547025,0.997242065,0.91988216,,,8,8,8,8.7,8.7,8.7,138.11,0,323.31,20127000000,70,Q13201;E7EPG1;B7Z7R8,Q13201;E7EPG1;B7Z7R8,Multimerin-1;Platelet glycoprotein Ia*;155 kDa platelet multimerin,MMRN1
SELENBP1,Q13228,22.343835,22.07535,22.534935,0.117126462,-0.076637544,,,18,18,18,45.3,45.3,45.3,52.39,0,72.414,15967000000,117,Q13228;V9HWG1;B4DPI7;A6PVX1;H0Y532;F2Z2W8;F8WCR4;Q9H8A8;C9JVL0,Q13228;V9HWG1;B4DPI7,Selenium-binding protein 1,SELENBP1;HEL-S-134P
ALCAM,Q13740,26.090955,25.65949,25.71543,1.490790631,0.721475283,,,14,14,0,29.7,29.7,0,65.102,0,145.96,53249000000,139,Q13740,Q13740,CD166 antigen,ALCAM
APOF,Q13790,26.885015,27.19835,26.57184,0.067021789,0.104529466,Tissue enriched,,9,9,9,42.6,42.6,42.6,35.399,0,323.31,46222000000,198,Q13790;B2RC09,Q13790;B2RC09,Apolipoprotein F,APOF
BLMH,Q13867,28.078035,26.85043,27.39805,1.261934214,2.629945649,,,11,11,11,26.4,26.4,26.4,52.562,0,73.793,42579000000,78,Q13867;K7ESE8;K7ES02;B4DXF3;J3KSD8;J3KS79;K7ENH5,Q13867;K7ESE8;K7ES02;B4DXF3;J3KSD8,Bleomycin hydrolase,BLMH
DSG2,Q14126,24.33129,23.70767,23.950415,0.031068289,0.057084465,,,18,18,18,21.6,21.6,21.6,122.29,0,323.31,16889000000,94,Q14126;J3KSI6,Q14126,Desmoglein-2,DSG2
HABP2,Q14520,28.98431,28.93157,28.98952,0.041097799,-0.011492432,Group enriched,,17,17,17,25,25,25,62.671,0,323.31,4.14E+11,785,Q14520;B7Z8Q5,Q14520,Hyaluronan-binding protein 2;Hyaluronan-binding protein 2 50 kDa heavy chain;Hyaluronan-binding protein 2 50 kDa heavy chain alternate form;Hyaluronan-binding protein 2 27 kDa light chain;Hyaluronan-binding protein 2 27 kDa light chain alternate form,HABP2
PON3,Q15166,24.42171,24.87643,24.205785,1.738202984,-1.546728558,Tissue enriched,,11,11,11,38.1,38.1,38.1,39.607,0,114.42,27021000000,93,Q15166;F8WD41;C9JZ99;B4E2I0,Q15166;F8WD41;C9JZ99;B4E2I0,Serum paraoxonase/lactonase 3,PON3
FCN2,Q15485,25.07854,25.4999,25.631555,0.056914107,0.090094142,Tissue enriched,,5,5,5,21.7,21.7,21.7,34.001,0,68.171,9790000000,49,Q15485;Q14CE6,Q15485,Ficolin-2,FCN2
MAN2A1,Q16706,23.066345,22.71419,23.377585,0.287003042,0.399536408,,,38,38,37,37.8,37.8,37.2,131.14,0,199.68,24681000000,145,Q16706;A5PKX5;Q49A69,Q16706;A5PKX5,Alpha-mannosidase 2;Alpha-mannosidase,MAN2A1
AOC3,Q16853,25.0074,24.94503,24.86394,0.148376912,-0.193391673,,,14,14,14,23.6,23.6,23.6,84.621,0,227.51,64285000000,189,Q16853;O75106;K7EQZ5;K7EL47;K7EIK5,Q16853,Membrane primary amine oxidase,AOC3
WDR1,Q53H17,21.384955,25.28207,24.25564,0.474568615,-1.050199657,,,14,14,1,29.5,29.5,1.3,66.227,0,60.594,13350000000,37,Q53H17;Q53GN4;Q59ER5,Q53H17;Q53GN4;Q59ER5,,WDR1
,Q569I7,28.50623,28.30226,28.397065,0.105842379,0.255170398,,,5,2,2,31.2,12.7,12.7,20.668,0,39.402,90454000000,195,Q569I7,Q569I7,,
DKFZp781M0386,Q5CZ94,26.282325,27.6001,27.39588,0.215669384,-0.521938303,,,9,2,1,44,6.8,3.8,25.002,0,9.9226,38118000000,64,Q5CZ94,Q5CZ94,,DKFZp781M0386
,Q5EFE6,25.689845,24.67034,24.886585,1.714334734,1.311810027,,,11,2,1,53.4,10.3,3.8,25.697,0,39.163,7480600000,45,Q5EFE6,Q5EFE6,,
IGL@,Q5FWF9,31.52959,31.52962,31.41336,0.19027856,0.123302142,,,13,5,1,59.1,22.8,3.4,24.794,0,55.838,5.67E+11,217,Q5FWF9,Q5FWF9,,IGL@
V1-13,Q5NV69,26.051275,25.60682,25.966105,2.730836866,0.49217595,,+,3,2,2,54,47,47,10.335,0,30.516,6962700000,28,Q5NV69;P01703;A2MYD3,Q5NV69;P01703,Ig lambda chain V-I region NEWM,V1-13
V2-17,Q5NV90,31.119315,30.37244,30.58855,2.372915627,0.620156691,,+,6,4,1,61.9,51.5,9.3,10.405,0,234.24,2.90E+11,559,Q5NV90;P01717;A0A1L2BU40;P01718,Q5NV90;P01717;A0A1L2BU40;P01718,Ig lambda chain V-IV region Hil;Ig lambda chain V-IV region Kern,V2-17
scFv,Q65ZC9,28.432235,28.1795,28.16274,0.248283206,0.147863367,,,5,3,1,21.7,12.5,3.3,25.569,0,40.49,52428000000,129,Q65ZC9;A0A0J9YVT0;Q0ZCG7,Q65ZC9;A0A0J9YVT0;Q0ZCG7,,scFv
HMFT1766,Q68CK4,31.469505,31.31959,31.02168,0.36030411,-0.134137895,,,18,18,1,57.9,57.9,6.6,38.167,0,323.31,3.68E+12,2208,Q68CK4,Q68CK4,,HMFT1766
VASN,Q6EMK4,25.14239,24.8811,24.83605,1.118438097,0.159305255,,,7,7,7,12.9,12.9,12.9,71.712,0,301.74,1.92E+11,221,Q6EMK4,Q6EMK4,Vasorin,VASN
IGL@,Q6GMW4,27.96839,27.32389,27.5569,2.94972423,0.679836316,,+,12,4,2,57.1,16.3,9.4,24.854,0,40.202,35076000000,146,Q6GMW4;A2N2F1,Q6GMW4,,IGL@
,Q6GMX0,26.17931,25.5969,25.40443,0.195200341,-0.302053112,,,12,2,1,58.9,15.7,7.6,25.807,0,19.859,5988000000,17,Q6GMX0,Q6GMX0,,
IGH@,Q6GMX6,28.342955,27.2803,27.065915,2.31295062,0.944631047,,+,21,3,2,52.5,8.4,4.9,51.082,0,34.12,51827000000,332,Q6GMX6;A0A0C4DH34;A2NYU6,Q6GMX6,,IGH@
,Q6LAM1,26.841015,26.60399,27.087455,0.92048472,1.938649665,,,14,2,2,41.1,4.4,4.4,35.883,0,31.805,31723000000,136,Q6LAM1,Q6LAM1,,
DKFZp686G11190,Q6MZQ6,27.675895,27.49381,27.310575,0.64613315,-1.256794951,,,20,2,1,48,4.8,2.5,52.042,0,10.271,19097000000,6,Q6MZQ6;Q6N094;Q6N097,Q6MZQ6;Q6N094;Q6N097,,DKFZp686G11190;DKFZp686O01196;DKFZp686H20196
DKFZp686C11235,Q6MZV7,32.736045,32.34625,32.65757,1.060896045,0.56547718,,,20,1,0,48,3.4,0,52.12,0,192.74,1.11E+12,1034,Q6MZV7;A2J1N2;A2NWX3;A0A068LKS6;A0A0B4J1V1;A0A068LKR7;P01763;P01762,Q6MZV7,,DKFZp686C11235
DKFZp686M08189,Q6MZX9,26.26598,25.49228,25.8288,0.730904286,0.365537622,,,14,2,1,31.9,3.7,1.4,52.235,0,7.901,11196000000,31,Q6MZX9,Q6MZX9,,DKFZp686M08189
DKFZp686I04196,Q6N093,34.96465,34.45194,34.333645,0.931485169,0.338366021,,,17,9,1,52.5,31.4,4.3,46.06,0,323.31,4.24E+12,1237,Q6N093;Q68CN4,Q6N093;Q68CN4,,DKFZp686I04196;DKFZp686E23209
IGL@,Q6NS95,31.683945,31.24785,31.41176,0.331965949,-0.288567098,,,12,5,1,60.3,25.2,9.4,25.148,0,41.974,4.36E+11,445,Q6NS95,Q6NS95,,IGL@
IGK@,Q6P5S8,30.556815,30.60222,30.413225,0.493150684,0.130632782,,,14,3,1,56.8,13.6,6.8,25.773,0,62.473,2.70E+11,220,Q6P5S8,Q6P5S8,,IGK@
IGK@,Q6PIL8,36.12494,35.95046,35.865445,0.247740737,0.061638133,,,15,15,3,67.4,67.4,14.4,25.834,0,323.31,1.04E+13,3094,Q6PIL8,Q6PIL8,,IGK@
CSPG4,Q6UVK1,22.574775,23.37782,22.82794,0.092837748,-0.196566942,,,32,32,32,19.8,19.8,19.8,250.53,0,323.31,8260500000,78,Q6UVK1;A2VCL1,Q6UVK1,Chondroitin sulfate proteoglycan 4,CSPG4
SBSN,Q6UWP8,23.28785,23.60964,23.34646,0.861367472,-0.380725967,,,25,25,25,74.1,74.1,74.1,60.54,0,323.31,20404000000,202,Q6UWP8;K7ESC4,Q6UWP8,Suprabasin,SBSN
PI16,Q6UXB8,25.08832,24.78955,24.61897,0.548775472,0.761616622,,,11,2,2,30.7,5.2,5.2,49.471,0,18.585,57941000000,178,Q6UXB8,Q6UXB8,Peptidase inhibitor 16,PI16
ADAMTSL4,Q6UY14,24.631225,24.16806,24.30069,0.033065706,0.086051708,,,10,10,10,8.8,8.8,8.8,116.54,0,16.494,9317600000,36,Q6UY14;B7ZMJ3;Q71RC7;A8KAH2,Q6UY14;B7ZMJ3,ADAMTS-like protein 4,ADAMTSL4
CD109,Q6YHK3,24.179415,24.1795,24.043885,0.698801611,0.274359555,,,35,35,35,33.8,33.8,33.8,161.69,0,323.31,50411000000,228,Q6YHK3,Q6YHK3,CD109 antigen,CD109
,Q6ZVX0,30.475165,30.31959,30.00838,0.452781677,0.828271442,,,14,3,2,33.1,8.2,5.1,52.874,0,218.8,2.46E+11,193,Q6ZVX0,Q6ZVX0,,
DKFZp686K18196,Q6ZW64,29.63267,29.78488,28.83507,0.508695571,-0.913414235,,,16,3,3,40.7,6.9,6.9,53.321,0,42.519,96525000000,141,Q6ZW64;Q96DK0;Q6N092,Q6ZW64;Q96DK0;Q6N092,,DKFZp686K18196
ADAMTS13,Q76LX8,24.241975,24.08132,24.298925,0.992742964,0.370349312,,,23,23,23,19.4,19.4,19.4,153.6,0,195.05,28833000000,127,Q76LX8;A0A024R8G4;B3KWF7;A0A0C4DFV8;E7EV88;F6V803;A8K8S4;A0A0B4J229;Q6QNA4;Q6QNA7,Q76LX8;A0A024R8G4,A disintegrin and metalloproteinase with thrombospondin motifs 13,ADAMTS13
MEGF8,Q7Z7M0,23.28816,23.58692,23.622555,0.054565592,-0.113473935,,,25,25,25,13.8,13.8,13.8,303.1,0,251.39,19209000000,137,Q7Z7M0;Q05BT0;F5GZG7,Q7Z7M0,Multiple epidermal growth factor-like domains protein 8,MEGF8
SERPINA11,Q86U17,22.95588,21.97358,22.38405,2.254240487,1.026765929,Tissue enriched,+,12,12,12,31,31,31,46.989,0,107.14,10812000000,76,Q86U17,Q86U17,Serpin A11,SERPINA11
FERMT3,Q86UX7,22.7556,22.53108,22.447025,0.010585718,-0.016122267,,,18,18,18,34.5,34.5,34.5,75.952,0,101.97,7213200000,52,Q86UX7;F5H1C6;H0YFT5;F5H3I6,Q86UX7;F5H1C6,Fermitin family homolog 3,FERMT3
PKHD1L1,Q86WI1,24.08937,23.68645,23.43134,0.970324434,0.91444007,,,35,35,34,10,10,9.9,465.73,0,323.31,13846000000,89,Q86WI1;Q6ZQZ4;H0YF65;F5H6B2;B4DTX3,Q86WI1,Fibrocystin-L,PKHD1L1
